,Rent,Street,Area,Hood,Total-Area,Rooms
0,1650,Estrada Caetano Monteiro,70 m² construídos2 quartos,badu,70,2.0
1,3500,Estrada Caetano Monteiro,90 m² construídos,badu,90,2.8947368421052633
2,1300,391 Bloco 06,82 m² construídos2 quartos,badu,82,2.0
3,1000,Estrada Caetano Monteiro,60 m² construídos2 quartos,badu,60,2.0
4,4500,,400 m² construídos4 quartos,badu,400,4.0
5,4500,,250 m² construídos4 quartos,badu,250,4.0
6,27000,Estrada Francisco Da Cruz Nunes,580 m² construídos,badu,580,2.8947368421052633
7,1450,,60 m² construídos2 quartos,badu,60,2.0
8,12000,Estrada Alcebíades Pinto,540 m² construídos,badu,540,2.8947368421052633
9,8000,,300 m² construídos6 quartos,badu,300,6.0
10,12000,,540 m² construídos,badu,540,2.8947368421052633
11,1237,Rua Hamilton Picanço,143 m² construídos3 quartos,badu,143,3.0
12,1200,"Estrada Caetano Monteiro, 4087",57 m² construídos2 quartos,badu,57,2.0
13,5500,Estrada Monan Grande,320 m² construídos,badu,320,2.8947368421052633
14,1800,,130 m² construídos4 quartos,badu,130,4.0
15,7000,,777 m² construídos5 quartos,badu,777,5.0
16,1500,"Estrada Caetano Monteiro, 3825",60 m² construídos2 quartos,badu,60,2.0
17,1200,"Estrada Caetano Monteiro, 3825",60 m² construídos2 quartos,badu,60,2.0
18,1500,"Estrada Caetano Monteiro, 3825",60 m² construídos2 quartos,badu,60,2.0
19,1500,"Estrada Caetano Monteiro, 3825",60 m² construídos2 quartos,badu,60,2.0
20,1300,"Estrada Caetano Monteiro, 3825",60 m² construídos2 quartos,badu,60,2.0
21,1300,"Estrada Caetano Monteiro, 3825",60 m² construídos2 quartos,badu,60,2.0
22,1600,,40 m² construídos,badu,40,2.8947368421052633
23,3000,,290 m² construídos4 quartos,badu,290,4.0
24,850,"Estrada Caetano Monteiro, 3618",100 m² construídos3 quartos,badu,100,3.0
0,1100,Estrada Velha De Maricá,60 m² construídos2 quartos,baldeador,60,2.0
1,13000,,"2,000 m² construídos",baldeador,2000,3.0
2,1800,,25 m² construídos,baldeador,25,3.0
3,1500,,244 m² construídos4 quartos,baldeador,244,4.0
4,13000,,"2,800 m² construídos",baldeador,2800,3.0
5,13000,"Rodovia Amaral Peixoto, 0","2,000 m² construídos",baldeador,2000,3.0
0,1000,Rua Noronha Santos,122 m² construídos2 quartos,boa-viagem,122,2.0
1,12490,Avenida Almirante Benjamin Sodré,600 m² construídos4 quartos,boa-viagem,600,4.0
2,1500,Rua Domingos Sávio Nogueira Saad,70 m² construídos1 quarto,boa-viagem,70,1.0
3,9810,Avenida Almirante Benjamin Sodré,260 m² construídos4 quartos,boa-viagem,260,4.0
4,5000,Rua Edmundo March,85 m² construídos3 quartos,boa-viagem,85,3.0
5,1600,Rua Roberto Rowley Mendes,70 m² construídos1 quarto,boa-viagem,70,1.0
6,6000,"Rua Antônio Parreiras, 139",420 m² construídos4 quartos,boa-viagem,420,4.0
7,2700,,77 m² construídos2 quartos,boa-viagem,77,2.0
8,1300,,70 m² construídos2 quartos,boa-viagem,70,2.0
9,1700,"Rua Roberto Rowley Mendes, 230",75 m² construídos2 quartos,boa-viagem,75,2.0
10,8000,,325 m² construídos3 quartos,boa-viagem,325,3.0
11,3500,,42 m² construídos1 quarto,boa-viagem,42,1.0
12,1500,"Rua Edmundo March,
                47",65 m² construídos2 quartos,boa-viagem,65,2.0
13,5500,,200 m² construídos4 quartos,boa-viagem,200,4.0
14,1500,,69 m² construídos2 quartos,boa-viagem,69,2.0
15,3200,,85 m² construídos2 quartos,boa-viagem,85,2.0
16,11000,"Avenida Almirante Benjamin Sodré, 374",423 m² construídos4 quartos,boa-viagem,423,4.0
17,1500,"Rua Roberto Rowley Mendes, 215",80 m² construídos2 quartos,boa-viagem,80,2.0
18,1500,"Rua Vera Crispino De Freitas, 157",56 m² construídos1 quarto,boa-viagem,56,1.0
19,5500,Rua Antônio Parreiras,572 m² construídos5 quartos,boa-viagem,572,5.0
20,5800,Rua Roberto Rowley Mendes,102 m² construídos3 quartos,boa-viagem,102,3.0
21,5500,Rua Antônio Parreiras,420 m² construídos4 quartos,boa-viagem,420,4.0
22,1800,Rua Antônio Parreiras,75 m² construídos2 quartos,boa-viagem,75,2.0
23,2200,Rua Antônio Parreiras,145 m² construídos3 quartos,boa-viagem,145,3.0
24,1700,Rua Edmundo March,60 m² construídos3 quartos,boa-viagem,60,3.0
25,1400,,45 m² construídos1 quarto,boa-viagem,45,1.0
26,2200,,160 m² construídos3 quartos,boa-viagem,160,3.0
27,12000,374 401,423 m² construídos4 quartos,boa-viagem,423,4.0
28,1000,Rua Vera Crispino De Freitas,50 m² construídos1 quarto,boa-viagem,50,1.0
29,9000,,500 m² construídos4 quartos,boa-viagem,500,4.0
0,2300,1036 Bloco 5 Cozumel,85 m² construídos2 quartos,camboinhas,85,2.0
1,12000,,400 m² construídos5 quartos,camboinhas,400,5.0
2,2800,1036 Bloco 17 Pucket,104 m² construídos3 quartos,camboinhas,104,3.0
3,2500,,108 m² construídos3 quartos,camboinhas,108,3.0
4,2400,,90 m² construídos2 quartos,camboinhas,90,2.0
5,12000,76 Loc,400 m² construídos5 quartos,camboinhas,400,5.0
6,1600,,45 m² construídos1 quarto,camboinhas,45,1.0
7,1300,,37 m² construídos1 quarto,camboinhas,37,1.0
8,3800,,186 m² construídos3 quartos,camboinhas,186,3.0
9,8000,,950 m² construídos5 quartos,camboinhas,950,5.0
10,2000000,,146 m² construídos4 quartos,camboinhas,146,4.0
11,2100,,186 m² construídos3 quartos,camboinhas,186,3.0
12,2500,Avenida Professor Florestan Fernandes  95,90 m² construídos2 quartos,camboinhas,90,2.0
0,1500,Rua Marquês De Paraná,65 m² construídos2 quartos,centro,65,2.0
1,750,Rua São João,30 m² construídos1 quarto,centro,30,1.0
2,1850,Rua Barão Do Amazonas,60 m² construídos2 quartos,centro,60,2.0
3,1000,Avenida Feliciano Sodré,90 m² construídos2 quartos,centro,90,2.0
4,500,Rua Da Conceição,25 m² construídos1 quarto,centro,25,1.0
5,900,"Rua Da Conceição,
                95",32 m² construídos,centro,32,1.9166666666666667
6,820,"Rua Doutor Borman,
                23",30 m² construídos,centro,30,1.9166666666666667
7,1100,"Rua Da Conceição,
                95",32 m² construídos,centro,32,1.9166666666666667
8,1590,Avenida Visconde Do Rio Branco,70 m² construídos2 quartos,centro,70,2.0
9,850,Rua Visconde De Itaboraí,80 m² construídos2 quartos,centro,80,2.0
10,1700,Avenida Ernani Do Amaral Peixoto,47 m² construídos1 quarto,centro,47,1.0
11,1370,Rua São Pedro,77 m² construídos2 quartos,centro,77,2.0
12,650,Rua Professor Heitor Carrilho,20 m² construídos1 quarto,centro,20,1.0
13,890,Avenida Ernani Do Amaral Peixoto,35 m² construídos1 quarto,centro,35,1.0
14,640,Rua Coronel Gomes Machado,23 m² construídos1 quarto,centro,23,1.0
15,2900,"Rua Doutor Celestino,
                122",45 m² construídos,centro,45,1.9166666666666667
16,1500,Rua Visconde De Sepetiba,70 m² construídos2 quartos,centro,70,2.0
17,1410,Avenida Visconde Do Rio Branco,75 m² construídos2 quartos,centro,75,2.0
18,950,"Rua Da Conceição,
                95",33 m² construídos,centro,33,1.9166666666666667
19,1300,Saldanha Marinho,61 m² construídos2 quartos,centro,61,2.0
20,500,Rua Da Conceição,20 m² construídos1 quarto,centro,20,1.0
21,600,,26 m² construídos,centro,26,1.9166666666666667
22,900,,130 m² construídos,centro,130,1.9166666666666667
23,300,,30 m² construídos,centro,30,1.9166666666666667
24,1500,Rua Visconde De Itaboraí 166,150 m² construídos,centro,150,1.9166666666666667
25,600,,30 m² construídos,centro,30,1.9166666666666667
26,500,,38 m² construídos,centro,38,1.9166666666666667
27,350,,46 m² construídos,centro,46,1.9166666666666667
28,1250,,64 m² construídos,centro,64,1.9166666666666667
29,800,"Rua Visconde De Itaboraí,
                196",52 m² construídos2 quartos,centro,52,2.0
30,1100,,80 m² construídos2 quartos,centro,80,2.0
31,1200,,33 m² construídos,centro,33,1.9166666666666667
32,1700,"Rua Visconde De Sepetiba, 610",130 m² construídos3 quartos,centro,130,3.0
33,5000,"Rua São João, 259",218 m² construídos2 quartos,centro,218,2.0
34,2500,,65 m² construídos2 quartos,centro,65,2.0
35,1600,,68 m² construídos2 quartos,centro,68,2.0
36,2163,Rua Da Conceição,86 m² construídos6 quartos,centro,86,6.0
37,1000,,60 m² construídos2 quartos,centro,60,2.0
38,8000,"Rua Barão Do Amazonas, 415",180 m² construídos,centro,180,1.9166666666666667
39,600,"Avenida Ernani Do Amaral Peixoto, 71",40 m² construídos,centro,40,1.9166666666666667
40,800,,27 m² construídos,centro,27,1.9166666666666667
41,15000,,590 m² construídos,centro,590,1.9166666666666667
42,5500,,216 m² construídos,centro,216,1.9166666666666667
43,3500,,210 m² construídos,centro,210,1.9166666666666667
44,45000,,450 m² construídos,centro,450,1.9166666666666667
45,1300,Rua Quinze De Novembro,27 m² construídos,centro,27,1.9166666666666667
46,12000,Avenida Marquês Do Paraná,550 m² construídos,centro,550,1.9166666666666667
47,1500,,28 m² construídos,centro,28,1.9166666666666667
0,13000,Avenida Marquês Do Paraná,550 m² construídos,centro,550,1.9090909090909092
1,1000,,45 m² construídos,centro,45,1.9090909090909092
2,35000,Rua Almirante Teffe,500 m² construídos,centro,500,1.9090909090909092
3,2200,Rua Visconde De Sepetiba,143 m² construídos,centro,143,1.9090909090909092
4,11800,,550 m² construídos,centro,550,1.9090909090909092
5,1000,"Rua Da Conceição,
                95",32 m² construídos,centro,32,1.9090909090909092
6,1200,"Rua Barão Do Amazonas,
                02",45 m² construídos2 quartos,centro,45,2.0
7,1244,,46 m² construídos1 quarto,centro,46,1.0
8,1500,,50 m² construídos,centro,50,1.9090909090909092
9,960,Rua Visconde De Itaboraí,72 m² construídos2 quartos,centro,72,2.0
10,2800,"Rua Luiz Leopoldo Fernandes Pinheiro,
                572",120 m² construídos,centro,120,1.9090909090909092
11,950,Rua Da Conceição,45 m² construídos,centro,45,1.9090909090909092
12,2500,Rua Jornalista Roberto De Andrade,200 m² construídos4 quartos,centro,200,4.0
13,3500,Rua Visconde Do Uruguai,130 m² construídos,centro,130,1.9090909090909092
14,1200,"Rua Xv De Novembro, 4",45 m² construídos,centro,45,1.9090909090909092
15,980,Rua Marquês De Paraná,71 m² construídos2 quartos,centro,71,2.0
16,1000,"Rua Doutor Celestino,
                122",30 m² construídos,centro,30,1.9090909090909092
17,8000,Rua Almirante Teffe,130 m² construídos,centro,130,1.9090909090909092
18,3700,Rua Visconde Do Uruguai,160 m² construídos,centro,160,1.9090909090909092
19,500,Rua Coronel Gomes Machado,32 m² construídos,centro,32,1.9090909090909092
20,1500,Rua Marquês De Paraná,108 m² construídos2 quartos,centro,108,2.0
21,1100,"Rua Da Conceição,
                95",32 m² construídos,centro,32,1.9090909090909092
22,2500,"Rua Da Conceição,
                143",60 m² construídos,centro,60,1.9090909090909092
23,650,Avenida Ernani Do Amaral Peixoto,35 m² construídos,centro,35,1.9090909090909092
24,690,Rua Visconde Do Uruguai,45 m² construídos,centro,45,1.9090909090909092
25,1500,,60 m² construídos2 quartos,centro,60,2.0
26,14000,"Rua Doutor Celestino, 198",180 m² construídos,centro,180,1.9090909090909092
27,1000,"Rua Luiz Leopoldo Fernandes Pinheiro, 551",54 m² construídos,centro,54,1.9090909090909092
28,600,"Rua Da Conceição, 99",20 m² construídos,centro,20,1.9090909090909092
29,850,,45 m² construídos,centro,45,1.9090909090909092
30,990,Avenida Felíciano Sodré,60 m² construídos1 quarto,centro,60,1.0
31,30000,,700 m² construídos,centro,700,1.9090909090909092
32,30000,,700 m² construídos,centro,700,1.9090909090909092
33,25000,,405 m² construídos,centro,405,1.9090909090909092
34,2000,,30 m² construídos,centro,30,1.9090909090909092
35,1200,"Rua Da Conceição, 1881601",45 m² construídos,centro,45,1.9090909090909092
36,2500,"Rua Luiz Leopoldo Fernandes Pinheiro, 521",120 m² construídos,centro,120,1.9090909090909092
37,15000,"Rua Visconde De Sepetiba, 935",382 m² construídos,centro,382,1.9090909090909092
38,1200,,33 m² construídos,centro,33,1.9090909090909092
39,12000,,550 m² construídos,centro,550,1.9090909090909092
40,1050,Rua Senador Nabuco,60 m² construídos1 quarto,centro,60,1.0
41,1000,"Rua Da Conceição, 99",86 m² construídos,centro,86,1.9090909090909092
42,10000,"Rua Quinze De Novembro, 94",180 m² construídos,centro,180,1.9090909090909092
43,1000,"Rua Jornalista Moacir Padilha, 70",50 m² construídos2 quartos,centro,50,2.0
44,800,"Rua Maestro Felício Toledo, 519",38 m² construídos,centro,38,1.9090909090909092
45,1200,,33 m² construídos,centro,33,1.9090909090909092
46,1400,"Rua Visconde De Sepetiba, 50",60 m² construídos2 quartos,centro,60,2.0
47,10000,Rua Doutor Celestino,550 m² construídos,centro,550,1.9090909090909092
0,1150,,28 m² construídos,centro,28,1.6551724137931034
1,6000,,370 m² construídos4 quartos,centro,370,4.0
2,600,Rua Da Conceição,25 m² construídos,centro,25,1.6551724137931034
3,10000,"Rua Doutor Celestino, 198",550 m² construídos,centro,550,1.6551724137931034
4,2100,Rua Da Conceição,70 m² construídos,centro,70,1.6551724137931034
5,1200,,33 m² construídos,centro,33,1.6551724137931034
6,900,,24 m² construídos,centro,24,1.6551724137931034
7,1200,,55 m² construídos2 quartos,centro,55,2.0
8,35000,,500 m² construídos,centro,500,1.6551724137931034
9,1600,Rua Visconde De Itaboraí,130 m² construídos2 quartos,centro,130,2.0
10,1380,Avenida Marquês Do Paraná,68 m² construídos3 quartos,centro,68,3.0
11,1240,Rua Marechal Deodoro,60 m² construídos1 quarto,centro,60,1.0
12,950,Rua Marechal Deodoro,65 m² construídos2 quartos,centro,65,2.0
13,1200,Rua Marquês De Paraná,88 m² construídos1 quarto,centro,88,1.0
14,1500,Rua Marquês De Paraná,108 m² construídos2 quartos,centro,108,2.0
15,6000,,210 m² construídos,centro,210,1.6551724137931034
16,1600,"Avenida Ernani Do Amaral Peixoto, 96",105 m² construídos,centro,105,1.6551724137931034
17,3500,Rua Marquês De Olinda,225 m² construídos4 quartos,centro,225,4.0
18,1100,Rua Da Conceição,50 m² construídos2 quartos,centro,50,2.0
19,1500,Rua Marquês De Paraná,111 m² construídos2 quartos,centro,111,2.0
20,1500,Rua Marquês De Paraná,108 m² construídos2 quartos,centro,108,2.0
21,1390,Avenida Ernani Do Amaral Peixoto,99 m² construídos3 quartos,centro,99,3.0
22,1500,Rua Marquês De Paraná,88 m² construídos2 quartos,centro,88,2.0
23,1500,,20 m² construídos,centro,20,1.6551724137931034
24,1100,Rua Quinze De Novembro,50 m² construídos1 quarto,centro,50,1.0
25,1200,Rua Marquês De Paraná,91 m² construídos1 quarto,centro,91,1.0
26,700,Rua Feliciano Sodré,60 m² construídos1 quarto,centro,60,1.0
27,1500,,60 m² construídos2 quartos,centro,60,2.0
28,750,"Avenida Ernani Do Amaral Peixoto, 436",30 m² construídos1 quarto,centro,30,1.0
29,1290,Rua Maestro Felicio Toledo,38 m² construídos1 quarto,centro,38,1.0
30,70000,,"3,000 m² construídos",centro,3000,1.6551724137931034
31,12000,,550 m² construídos,centro,550,1.6551724137931034
32,1200,Rua Marquês De Paraná,88 m² construídos1 quarto,centro,88,1.0
33,1200,Rua Marquês De Paraná,88 m² construídos1 quarto,centro,88,1.0
34,750,Avenida Ernani Do Amaral Peixoto 370,40 m² construídos1 quarto,centro,40,1.0
35,900,Avenida Visconde Do Rio Branco,40 m² construídos1 quarto,centro,40,1.0
36,1000,Avenida Visconde Do Rio Branco,50 m² construídos1 quarto,centro,50,1.0
37,1200,Rua Marquês De Paraná,91 m² construídos1 quarto,centro,91,1.0
38,1100,"Rua Quinze De Novembro, 90",27 m² construídos,centro,27,1.6551724137931034
39,850,"Rua Coronel Gomes Machado, 136",35 m² construídos,centro,35,1.6551724137931034
40,500,Rua Da Conceição,20 m² construídos1 quarto,centro,20,1.0
41,700,Avenida Felíciano Sodré,60 m² construídos1 quarto,centro,60,1.0
42,640,Rua São João,30 m² construídos1 quarto,centro,30,1.0
43,6000,,150 m² construídos,centro,150,1.6551724137931034
44,800,,30 m² construídos,centro,30,1.6551724137931034
45,10000,"Rua Doutor Celestino, 198",448 m² construídos,centro,448,1.6551724137931034
46,550,,34 m² construídos,centro,34,1.6551724137931034
47,1000,"Rua Doutor Celestino,
                122",30 m² construídos,centro,30,1.6551724137931034
0,1500,Avenida Visconde Do Rio Branco,54 m² construídos2 quartos,centro,54,2.0
1,1350,4 Torre Norte,40 m² construídos,centro,40,1.3333333333333333
2,15000,Rua São Pedro,588 m² construídos,centro,588,1.3333333333333333
3,1000,"Rua José Clemente, 94",40 m² construídos,centro,40,1.3333333333333333
4,600,,40 m² construídos1 quarto,centro,40,1.0
5,1600,"Avenida Ernani Do Amaral Peixoto, 96",105 m² construídos2 quartos,centro,105,2.0
6,860,Rua Doutor Celestino,50 m² construídos1 quarto,centro,50,1.0
7,1020,"Rua São João, 217",43 m² construídos1 quarto,centro,43,1.0
8,800,,24 m² construídos,centro,24,1.3333333333333333
9,500,Avenida Ernani Do Amaral Peixoto,32 m² construídos1 quarto,centro,32,1.0
10,650,"Rua Maestro Felício Toledo, 495",25 m² construídos,centro,25,1.3333333333333333
11,500,Rua Maestro Felício Toledo,30 m² construídos1 quarto,centro,30,1.0
12,600,Rua Da Conceição,40 m² construídos1 quarto,centro,40,1.0
13,1000,"Rua Quinze De Novembro, 8",30 m² construídos,centro,30,1.3333333333333333
14,600,Rua Almirante Teffe,40 m² construídos1 quarto,centro,40,1.0
15,500,Rua Da Conceição - Ed. Brasília,23 m² construídos1 quarto,centro,23,1.0
16,950,,30 m² construídos,centro,30,1.3333333333333333
17,500,"Rua Coronel Gomes Machado, 174",30 m² construídos,centro,30,1.3333333333333333
18,800,Avenida Ernani Do Amaral Peixoto,30 m² construídos,centro,30,1.3333333333333333
19,500,"Avenida Ernani Do Amaral Peixoto, 300",29 m² construídos,centro,29,1.3333333333333333
20,20000,Rua Coronel Gomes Machado,260 m² construídos,centro,260,1.3333333333333333
21,800,Rua Evaristo Da Veiga,27 m² construídos1 quarto,centro,27,1.0
22,900,Rua São João,26 m² construídos1 quarto,centro,26,1.0
23,600,Avenida Ernani Do Amaral Peixoto,30 m² construídos1 quarto,centro,30,1.0
24,35000,"Rua Quinze De Novembro, 4",500 m² construídos,centro,500,1.3333333333333333
25,600,"Avenida Ernani Do Amaral Peixoto, 36",30 m² construídos,centro,30,1.3333333333333333
26,980,Avenida Ernani Do Amaral Peixoto,42 m² construídos1 quarto,centro,42,1.0
27,640,Rua São João,30 m² construídos1 quarto,centro,30,1.0
28,900,"Avenida Ernani Do Amaral Peixoto,
                96",100 m² construídos3 quartos,centro,100,3.0
29,600,36 1003,35 m² construídos,centro,35,1.3333333333333333
30,700,"Rua Quinze De Novembro, 106",30 m² construídos,centro,30,1.3333333333333333
31,1000,"Rua Barão Do Amazonas, 2",41 m² construídos2 quartos,centro,41,2.0
32,800,,54 m² construídos,centro,54,1.3333333333333333
33,1400,"Rua Doutor Borman, 13",28 m² construídos,centro,28,1.3333333333333333
34,650,,36 m² construídos,centro,36,1.3333333333333333
35,500,,30 m² construídos,centro,30,1.3333333333333333
36,500,Rua Da Conceição,20 m² construídos1 quarto,centro,20,1.0
37,650,Avenida Ernani Do Amaral Peixoto,30 m² construídos1 quarto,centro,30,1.0
38,600,,35 m² construídos,centro,35,1.3333333333333333
39,1000,,36 m² construídos,centro,36,1.3333333333333333
40,730,Avenida Ernani Do Amaral Peixoto,40 m² construídos1 quarto,centro,40,1.0
41,32000,,570 m² construídos,centro,570,1.3333333333333333
42,500,"Avenida Ernani Do Amaral Peixoto,
                36",33 m² construídos,centro,33,1.3333333333333333
43,600,"Avenida Visconde Do Rio Branco,
                633",28 m² construídos,centro,28,1.3333333333333333
44,500,"Rua Coronel Gomes Machado,
                130",30 m² construídos,centro,30,1.3333333333333333
45,1000,"Rua Acadêmico Valter Gonçalves, 1",43 m² construídos,centro,43,1.3333333333333333
46,1500,96 601,110 m² construídos3 quartos,centro,110,3.0
47,950,"Rua Doutor Borman, 43",40 m² construídos,centro,40,1.3333333333333333
0,500,"Rua Luiz Leopoldo Fernandes Pinheiro, 481",28 m² construídos,centro,28,1.4705882352941178
1,1000,"Rua Euzébio De Queirós, 15",60 m² construídos2 quartos,centro,60,2.0
2,600,,59 m² construídos,centro,59,1.4705882352941178
3,1090,,29 m² construídos,centro,29,1.4705882352941178
4,1990,Rua Marechal Deodoro,75 m² construídos,centro,75,1.4705882352941178
5,1200,"Rua Quinze De Novembro, 4",35 m² construídos,centro,35,1.4705882352941178
6,500,"Avenida Ernani Do Amaral Peixoto, 300",22 m² construídos,centro,22,1.4705882352941178
7,600,"Rua Quinze De Novembro, 4",29 m² construídos,centro,29,1.4705882352941178
8,1750,"Rua Da Conceição, 95",36 m² construídos,centro,36,1.4705882352941178
9,950,Rua Da Conceição,35 m² construídos,centro,35,1.4705882352941178
10,1800,"Rua Visconde De Sepetiba, 86",70 m² construídos2 quartos,centro,70,2.0
11,600,"Rua Quinze De Novembro, 94",28 m² construídos,centro,28,1.4705882352941178
12,800,,30 m² construídos,centro,30,1.4705882352941178
13,1500,,90 m² construídos2 quartos,centro,90,2.0
14,950,Rua Visconde De Itaboraí,67 m² construídos2 quartos,centro,67,2.0
15,980,,75 m² construídos2 quartos,centro,75,2.0
16,500,"Rua Da Conceição, 188",39 m² construídos,centro,39,1.4705882352941178
17,450,"Rua Doutor Borman, 13",25 m² construídos,centro,25,1.4705882352941178
18,520,"Avenida Ernani Do Amaral Peixoto, 300",28 m² construídos,centro,28,1.4705882352941178
19,750,,26 m² construídos,centro,26,1.4705882352941178
20,800,"Avenida Feliciano Sodré,
                95/904",58 m² construídos2 quartos,centro,58,2.0
21,700,"Rua Quinze De Novembro, 90",29 m² construídos,centro,29,1.4705882352941178
22,640,"Avenida Ernani Do Amaral Peixoto, 450",35 m² construídos,centro,35,1.4705882352941178
23,1200,"Rua Barão Do Amazonas, 2",41 m² construídos2 quartos,centro,41,2.0
24,600,Avenida Felíciano Sodré,45 m² construídos1 quarto,centro,45,1.0
25,600,"Rua Doutor Borman, 13",27 m² construídos,centro,27,1.4705882352941178
26,600,,15 m² construídos1 quarto,centro,15,1.0
27,800,Rua Marechal Deodoro,60 m² construídos1 quarto,centro,60,1.0
28,900,"Rua  Dr  Borman, 10",60 m² construídos1 quarto,centro,60,1.0
29,600,"Rua Visconde De Rio Branco,",20 m² construídos,centro,20,1.4705882352941178
30,600,,30 m² construídos1 quarto,centro,30,1.0
31,1100,,98 m² construídos2 quartos,centro,98,2.0
32,390,"Rua Da Conceição, 137",16 m² construídos,centro,16,1.4705882352941178
33,650,"Rua Coronel Gomes Machado, 174",35 m² construídos,centro,35,1.4705882352941178
34,350,,56 m² construídos,centro,56,1.4705882352941178
35,500,,22 m² construídos1 quarto,centro,22,1.0
36,600,,26 m² construídos,centro,26,1.4705882352941178
37,500,Avenida Amaral Peixoto,24 m² construídos1 quarto,centro,24,1.0
38,599,"Rua Coronel Gomes Machado, 174",30 m² construídos1 quarto,centro,30,1.0
